1,15,34,39,17,10,2016,24.05,50.52,0.0,0.0,0.0,0.0,0.0,0.0
1,15,35,48,17,10,2016,23.93,49.61,0.0,0.0,0.0,0.0,0.0,0.0
1,15,36,58,17,10,2016,23.87,49.02,0.0,0.0,0.0,0.0,0.0,0.0
1,15,38,8,17,10,2016,24.01,49.01,0.0,0.0,0.0,0.0,0.0,0.0
1,15,39,17,17,10,2016,23.93,49.22,0.0,0.0,0.0,0.0,0.0,0.0
1,15,40,27,17,10,2016,23.9,48.73,0.0,0.0,0.0,0.0,0.0,0.0
1,15,41,37,17,10,2016,23.93,48.51,0.0,0.0,0.0,0.0,0.0,0.0
1,15,42,46,17,10,2016,23.87,48.53,0.0,0.0,0.0,0.0,0.0,0.0
1,15,43,56,17,10,2016,23.93,48.38,0.0,0.0,0.0,0.0,0.0,0.0
1,15,45,5,17,10,2016,23.84,48.24,0.0,0.0,0.0,0.0,0.0,0.0
1,15,46,15,17,10,2016,23.87,48.47,0.0,0.0,0.0,0.0,0.0,0.0
1,17,4,3,17,10,2016,23.5,47.02,0.0,0.0,0.0,0.0,0.0,0.0
1,17,10,37,17,10,2016,23.88,47.58,0.0,0.0,0.0,0.0,0.0,0.0
1,18,34,38,17,10,2016,23.06,48.07,0.0,0.0,0.0,0.0,0.0,0.0
1,18,36,14,17,10,2016,23.18,46.59,0.0,0.0,0.0,0.0,0.0,0.0
1,19,11,50,17,10,2016,23.91,47.16,0.0,0.0,0.0,0.0,0.0,0.0
1,19,13,0,17,10,2016,23.6,44.88,0.0,0.0,0.0,0.0,0.0,0.0
1,19,14,10,17,10,2016,23.62,44.85,0.0,0.0,0.0,0.0,0.0,0.0
1,19,15,19,17,10,2016,23.65,45.08,0.0,0.0,0.0,0.0,0.0,0.0
1,19,16,29,17,10,2016,23.65,45.21,0.0,0.0,0.0,0.0,0.0,0.0
1,19,18,43,17,10,2016,23.75,47.08,0.0,0.0,0.0,0.0,0.0,0.0
1,19,19,49,17,10,2016,23.63,45.51,0.0,0.0,0.0,0.0,0.0,0.0
1,19,20,56,17,10,2016,23.63,45.57,0.0,0.0,0.0,0.0,0.0,0.0
1,19,22,3,17,10,2016,24.01,45.12,0.0,0.0,0.0,0.0,0.0,0.0
1,19,24,11,17,10,2016,24.06,49.62,0.0,0.0,0.0,0.0,0.0,0.0
1,19,29,38,17,10,2016,23.73,45.65,0.0,0.0,0.0,0.0,0.0,0.0
1,19,35,4,17,10,2016,23.69,46.21,0.0,0.0,0.0,0.0,0.0,0.0
1,19,38,1,17,10,2016,23.82,47.74,0.0,0.0,0.0,0.0,0.0,0.0
1,19,51,3,17,10,2016,23.79,46.61,0.0,0.0,0.0,0.0,0.0,0.0
1,20,4,4,17,10,2016,23.68,47.83,0.0,0.0,0.0,0.0,0.0,0.0
1,20,33,42,17,10,2016,23.23,51.84,0.0,0.0,0.0,0.0,0.0,0.0
1,18,21,19,1,11,2016,23.68,26.26,0.0,0.0,0.0,0.0,0.0,0.0
1,18,22,25,1,11,2016,23.84,23.63,0.0,0.0,0.0,0.0,0.0,0.0
1,18,23,31,1,11,2016,24.13,23.57,0.0,0.0,0.0,0.0,0.0,0.0
1,18,24,38,1,11,2016,24.29,23.44,0.0,0.0,0.0,0.0,0.0,0.0
1,18,25,44,1,11,2016,24.43,23.16,0.0,0.0,0.0,0.0,0.0,0.0
1,18,26,50,1,11,2016,24.58,23.09,0.0,0.0,0.0,0.0,0.0,0.0
1,19,20,39,1,11,2016,25.51,22.27,0.0,0.0,0.0,0.0,0.0,0.0
1,19,20,48,1,11,2016,25.54,22.05,0.0,0.0,0.0,0.0,0.0,0.0
