1,14,22,49,17,10,2016,24.29,48.58,0.0,0.0,0.0,0.0,0.0,0.0
1,14,26,59,17,10,2016,24.66,48.21,0.0,0.0,0.0,0.0,0.0,0.0
1,14,28,9,17,10,2016,24.36,48.44,0.0,0.0,0.0,0.0,0.0,0.0
1,14,29,19,17,10,2016,24.34,48.63,0.0,0.0,0.0,0.0,0.0,0.0
1,14,30,28,17,10,2016,24.3,49.01,0.0,0.0,0.0,0.0,0.0,0.0
1,14,31,38,17,10,2016,24.23,49.33,0.0,0.0,0.0,0.0,0.0,0.0
1,14,32,48,17,10,2016,24.29,48.97,0.0,0.0,0.0,0.0,0.0,0.0
1,14,36,47,17,10,2016,24.2,48.81,0.0,0.0,0.0,0.0,0.0,0.0
1,14,40,47,17,10,2016,24.33,48.75,0.0,0.0,0.0,0.0,0.0,0.0
1,14,41,57,17,10,2016,24.33,48.82,0.0,0.0,0.0,0.0,0.0,0.0
1,14,43,6,17,10,2016,24.33,48.85,0.0,0.0,0.0,0.0,0.0,0.0
1,14,44,16,17,10,2016,24.33,48.88,0.0,0.0,0.0,0.0,0.0,0.0
1,14,45,26,17,10,2016,24.27,49.2,0.0,0.0,0.0,0.0,0.0,0.0
1,14,49,25,17,10,2016,24.26,49.2,0.0,0.0,0.0,0.0,0.0,0.0
1,14,50,35,17,10,2016,24.33,49.53,0.0,0.0,0.0,0.0,0.0,0.0
1,14,51,44,17,10,2016,24.36,49.5,0.0,0.0,0.0,0.0,0.0,0.0
1,14,52,54,17,10,2016,24.26,49.43,0.0,0.0,0.0,0.0,0.0,0.0
1,14,54,4,17,10,2016,24.29,49.72,0.0,0.0,0.0,0.0,0.0,0.0
1,14,55,13,17,10,2016,24.26,49.71,0.0,0.0,0.0,0.0,0.0,0.0
1,14,58,33,17,10,2016,24.87,49.52,0.0,0.0,0.0,0.0,0.0,0.0
1,15,21,22,17,10,2016,23.91,51.93,0.0,0.0,0.0,0.0,0.0,0.0
1,15,22,31,17,10,2016,23.79,51.38,0.0,0.0,0.0,0.0,0.0,0.0
1,15,23,41,17,10,2016,23.81,51.42,0.0,0.0,0.0,0.0,0.0,0.0
1,15,24,51,17,10,2016,23.78,51.32,0.0,0.0,0.0,0.0,0.0,0.0
1,15,26,0,17,10,2016,23.85,51.26,0.0,0.0,0.0,0.0,0.0,0.0
1,15,30,0,17,10,2016,24.05,50.84,0.0,0.0,0.0,0.0,0.0,0.0
1,15,31,9,17,10,2016,24.06,50.71,0.0,0.0,0.0,0.0,0.0,0.0
1,15,32,19,17,10,2016,24.11,50.56,0.0,0.0,0.0,0.0,0.0,0.0
